MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20.0,186641.26585577757,14442.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,208419.08823529413,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,7.0,1957.0,2004,206094.0541958042,176563.76987447697,217102.38524590165,217920.75833333333,2,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1839.0,1839.0,2,3.0,1.0,3,7.0,7,2,6,2007,171367.35477505918,173311.0876460768,257500.0
20.0,186641.26585577757,9200.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,6.0,1965.0,1965,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1136.0,1136.0,1,3.0,1.0,2,5.0,7,2,7,2008,171367.35477505918,173311.0876460768,140000.0
145.0,186641.26585577757,2289.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,142694.44444444444,180544.67460317462,177573.58892733563,135911.62790697673,203636.7393258427,6.0,6.0,1978.0,1978,170094.8115687993,176563.76987447697,175896.43055555556,126714.28571428571,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,855.0,1441.0,2,3.0,1.0,2,7.0,7,2,4,2009,171367.35477505918,173311.0876460768,148500.0
70.0,125457.08256880734,9600.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,4.0,3.5,1900.0,1950,170094.8115687993,176563.76987447697,107385.55,154329.67307692306,2,2,131366.67465753425,164689.80555555556,1,0,182896.38943028485,1095.0,1774.0,2,4.0,1.0,2,8.0,5,0,5,2006,171367.35477505918,173311.0876460768,87000.0
30.0,186641.26585577757,9022.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.5,1924.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,131366.67465753425,178375.568627451,4,1,182896.38943028485,792.0,792.0,1,2.0,1.0,3,5.0,7,0,5,2009,171367.35477505918,173311.0876460768,109500.0
20.0,186641.26585577757,11844.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,275573.5,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,8.0,5.0,2008.0,2008,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,2046.0,2046.0,2,3.0,1.0,3,7.0,7,2,7,2009,254032.98770491802,251881.22,340037.5
20.0,186641.26585577757,9945.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,136793.13513513515,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,5.0,1961.0,1961,206094.0541958042,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,988.0,988.0,1,3.0,1.0,2,5.0,7,2,10,2007,171367.35477505918,173311.0876460768,128500.0
120.0,186641.26585577757,8012.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,186555.7966101695,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,6.0,5.0,1980.0,1980,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,923.0,923.0,2,2.0,1.0,2,5.0,7,2,5,2010,171367.35477505918,173311.0876460768,143000.0
50.0,131558.375,4500.0,177526.0560522696,223401.43902439025,143104.07936507938,177358.8269362577,174008.3174904943,2,142591.36,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,5.0,5.0,1932.0,2000,170094.8115687993,176563.76987447697,208407.1941747573,154329.67307692306,2,2,131366.67465753425,178375.568627451,4,1,182896.38943028485,848.0,1520.0,1,3.0,1.0,2,6.0,7,2,7,2009,171367.35477505918,142517.09405940594,159434.0
120.0,186641.26585577757,2887.0,177526.0560522696,162895.42864864864,220184.57,177358.8269362577,174008.3174904943,2,212565.42857142858,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1996.0,1997,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1291.0,1291.0,1,2.0,1.0,3,6.0,7,2,11,2008,171367.35477505918,173311.0876460768,173000.0
20.0,186641.26585577757,11248.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,9.0,5.0,2002.0,2002,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1668.0,1668.0,2,3.0,1.0,3,7.0,7,2,7,2007,171367.35477505918,173311.0876460768,285000.0
60.0,186641.26585577757,16770.0,177526.0560522696,223401.43902439025,176679.91456903127,177358.8269362577,213260.81914893616,2,297854.15853658534,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,1998.0,1998,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,1195.0,1839.0,2,4.0,1.0,2,7.0,7,2,6,2010,171367.35477505918,173311.0876460768,221000.0
145.0,186641.26585577757,5062.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,213260.81914893616,2,275573.5,180544.67460317462,177573.58892733563,181260.05263157896,203636.7393258427,7.0,5.0,1984.0,1984,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,3,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1190.0,2090.0,2,3.0,1.0,3,6.0,6,2,9,2007,171367.35477505918,173311.0876460768,207500.0
60.0,213539.5923076923,10207.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,6.0,2007.0,2007,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,874.0,1761.0,3,3.0,1.0,3,7.0,7,2,8,2007,254032.98770491802,251881.22,227875.0
145.0,213539.5923076923,5105.0,177526.0560522696,223401.43902439025,176679.91456903127,177358.8269362577,176773.3085106383,2,224056.5465116279,180544.67460317462,177573.58892733563,181260.05263157896,203636.7393258427,7.0,5.0,2004.0,2004,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,551.0,1102.0,2,2.0,1.0,3,4.0,7,2,3,2007,171367.35477505918,173311.0876460768,148800.0
20.0,186641.26585577757,8089.0,177526.0560522696,162895.42864864864,220184.57,177358.8269362577,174008.3174904943,2,275573.5,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,8.0,6.0,2007.0,2007,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1419.0,1419.0,2,2.0,1.0,3,7.0,7,2,10,2007,254032.98770491802,251881.22,340037.5
120.0,186641.26585577757,7577.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,288322.5779220779,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,6.0,5.0,2005.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1362.0,1362.0,2,2.0,1.0,3,6.0,7,2,6,2007,171367.35477505918,173311.0876460768,194700.0
120.0,125457.08256880734,4426.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,6.0,5.0,2004.0,2004,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,848.0,848.0,1,1.0,1.0,3,3.0,7,2,5,2008,171367.35477505918,173311.0876460768,141000.0
60.0,186641.26585577757,17673.5,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,297854.15853658534,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,10.0,6.0,1994.0,1995,170094.8115687993,291102.0833333333,159924.63513513515,164280.28502415458,4,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,2155.125,2747.625,3,4.0,1.0,4,10.0,7,2,1,2007,171367.35477505918,173311.0876460768,340037.5
60.0,186641.26585577757,17673.5,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,1,239529.3552631579,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,1989.0,1990,206094.0541958042,176563.76987447697,149016.80681818182,149386.43691588784,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1238.0,2519.0,2,4.0,1.0,3,9.0,7,2,4,2006,171367.35477505918,173311.0876460768,335000.0
30.0,186641.26585577757,5400.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,0,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,6.0,1921.0,1968,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,131366.67465753425,178375.568627451,4,1,182896.38943028485,1073.0,1073.0,1,2.0,1.0,2,4.0,7,2,12,2006,171367.35477505918,142517.09405940594,108480.0
50.0,125457.08256880734,6120.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,5.0,6.0,1936.0,1950,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,1,131366.67465753425,178375.568627451,2,1,182896.38943028485,1067.0,1539.0,1,3.0,1.0,2,5.0,7,2,4,2009,171367.35477505918,173311.0876460768,141500.0
20.0,186641.26585577757,13811.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,239529.3552631579,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,6.0,1987.0,1987,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1137.0,1137.0,2,2.0,1.0,3,5.0,7,2,7,2006,171367.35477505918,173311.0876460768,176000.0
30.0,125457.08256880734,6000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1921.0,1950,170094.8115687993,176563.76987447697,147215.9781553398,154805.59210526315,2,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,616.0,616.0,1,2.0,1.0,2,4.0,7,2,6,2006,171367.35477505918,173311.0876460768,89000.0
20.0,186641.26585577757,6420.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1952.0,1952,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,217630.31607418857,178375.568627451,1,1,122196.89361702128,1148.0,1148.0,1,2.0,1.0,2,6.0,7,2,9,2006,171367.35477505918,173311.0876460768,123500.0
20.0,186641.26585577757,8450.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,136793.13513513515,138400.0,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.5,1965.0,2009,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,3,149508.12223974764,178375.568627451,4,1,182896.38943028485,894.0,894.0,1,3.0,1.0,2,5.0,7,2,4,2010,171367.35477505918,173311.0876460768,138500.0
120.0,213539.5923076923,4282.0,177526.0560522696,223401.43902439025,176679.91456903127,177358.8269362577,174008.3174904943,2,224056.5465116279,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,7.0,5.0,2004.0,2004,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1391.0,1391.0,2,2.0,1.0,3,5.0,7,2,7,2008,171367.35477505918,173311.0876460768,196000.0
20.0,186641.26585577757,14331.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,239529.3552631579,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,8.0,5.0,2002.0,2002,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1800.0,1800.0,2,3.0,1.0,3,7.0,7,2,5,2006,171367.35477505918,173311.0876460768,312500.0
20.0,186641.26585577757,9600.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,1969.0,1969,206094.0541958042,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1164.0,1164.0,1,3.0,1.0,2,6.0,7,2,7,2006,143973.2558139535,173311.0876460768,140000.0
60.0,186641.26585577757,12438.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,275573.5,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,2006.0,2006,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,4,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1264.0,2576.0,2,4.0,1.0,4,10.0,7,2,7,2006,254032.98770491802,251881.22,340037.5
145.0,125457.08256880734,7630.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,142475.4814814815,177573.58892733563,128432.25806451614,203636.7393258427,5.0,7.5,1900.0,1996,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,3,131366.67465753425,178375.568627451,3,1,182896.38943028485,1032.0,1812.0,2,4.0,1.0,3,8.0,7,0,5,2010,171367.35477505918,173311.0876460768,140000.0
20.0,186641.26585577757,8400.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,2004.0,2005,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1484.0,1484.0,2,3.0,1.0,3,7.0,7,2,5,2010,171367.35477505918,173311.0876460768,213000.0
145.0,125457.08256880734,5600.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,100123.78378378379,180544.67460317462,177573.58892733563,128432.25806451614,203636.7393258427,4.0,5.0,1930.0,1950,206094.0541958042,176563.76987447697,208407.1941747573,154805.59210526315,1,1,107365.625,178375.568627451,1,0,182896.38943028485,372.0,1092.0,2,3.0,1.0,1,7.0,4,0,7,2010,171367.35477505918,173311.0876460768,55000.0
20.0,186641.26585577757,17673.5,177526.0560522696,223401.43902439025,201440.97222222222,177358.8269362577,213260.81914893616,0,212565.42857142858,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,1971.0,2002,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1824.0,1824.0,2,2.0,1.0,3,5.0,7,2,6,2007,171367.35477505918,173311.0876460768,302000.0
120.0,186641.26585577757,6240.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,288322.5779220779,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,8.0,5.0,2006.0,2006,206094.0541958042,176563.76987447697,149016.80681818182,149386.43691588784,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1324.0,1324.0,2,2.0,1.0,3,6.0,7,2,12,2009,171367.35477505918,173311.0876460768,254000.0
60.0,186641.26585577757,9018.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,2007.0,2007,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,728.0,1456.0,2,3.0,1.0,3,8.0,7,2,7,2007,254032.98770491802,251881.22,179540.0
20.0,186641.26585577757,7162.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,136793.13513513515,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1966.0,1966,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,217630.31607418857,178375.568627451,2,1,182896.38943028485,904.0,904.0,1,3.0,1.0,2,6.0,7,2,12,2008,171367.35477505918,142517.09405940594,109900.0
30.0,186641.26585577757,4130.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,3.0,6.0,1935.0,2003,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,729.0,729.0,1,2.0,1.0,2,5.0,2,0,7,2008,171367.35477505918,173311.0876460768,52000.0
50.0,74528.0,8712.0,177526.0560522696,162895.42864864864,220184.57,177358.8269362577,174008.3174904943,1,100123.78378378379,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,4.0,7.0,1900.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,165959.16666666666,178375.568627451,3,1,182896.38943028485,859.0,1178.0,1,2.0,1.0,2,7.0,7,0,1,2010,171367.35477505918,142517.09405940594,102776.0
120.0,186641.26585577757,4671.0,177526.0560522696,200291.10640495867,220184.57,177358.8269362577,174008.3174904943,2,275573.5,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,8.0,5.0,1988.0,1989,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,3,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,1228.0,1228.0,2,2.0,1.0,3,5.0,7,2,10,2008,171367.35477505918,173311.0876460768,189000.0
145.0,186641.26585577757,9873.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,181205.75,177573.58892733563,128432.25806451614,173044.18112947658,4.0,5.0,1970.0,1970,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,164689.80555555556,2,0,182896.38943028485,960.0,960.0,1,3.0,1.0,2,6.0,7,2,5,2006,171367.35477505918,173311.0876460768,129000.0
60.0,186641.26585577757,13517.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,213260.81914893616,2,136793.13513513515,138400.0,177573.58892733563,181533.3168032787,203636.7393258427,6.0,7.5,1976.0,2005,170094.8115687993,176563.76987447697,159924.63513513515,168112.38732394367,3,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,725.0,1479.0,2,3.0,1.0,3,6.0,7,2,3,2010,171367.35477505918,173311.0876460768,130500.0
20.0,186641.26585577757,10140.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1974.0,1974,206094.0541958042,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1350.0,1350.0,2,3.0,1.0,2,7.0,7,2,8,2009,171367.35477505918,173311.0876460768,165000.0
70.0,125457.08256880734,10800.0,177526.0560522696,162895.42864864864,143104.07936507938,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,7.5,1890.0,1998,170094.8115687993,176563.76987447697,147215.9781553398,208990.51785714287,2,3,131366.67465753425,178375.568627451,4,1,182896.38943028485,1576.0,2554.0,1,3.0,1.0,2,8.0,7,1,7,2007,171367.35477505918,173311.0876460768,159500.0
20.0,186641.26585577757,10000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,6.0,1973.0,2000,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1178.0,1178.0,1,3.0,1.0,3,5.0,7,2,11,2008,171367.35477505918,173311.0876460768,157000.0
60.0,186641.26585577757,10542.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,297854.15853658534,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,1993.0,1994,206094.0541958042,176563.76987447697,147215.9781553398,211477.5,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1325.0,2418.0,2,3.0,1.0,3,9.0,7,2,8,2008,171367.35477505918,173311.0876460768,340037.5
20.0,186641.26585577757,9920.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,6.0,1969.0,1969,170094.8115687993,176563.76987447697,159924.63513513515,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,971.0,971.0,1,3.0,1.0,2,5.0,7,2,5,2006,171367.35477505918,173311.0876460768,128500.0
120.0,186641.26585577757,6563.0,177526.0560522696,200291.10640495867,201440.97222222222,177358.8269362577,213260.81914893616,1,275573.5,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,8.0,5.0,1985.0,1985,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,3,2,217630.31607418857,178375.568627451,2,1,182896.38943028485,1742.0,1742.0,2,2.0,1.0,3,5.0,7,2,12,2006,171367.35477505918,173311.0876460768,275000.0
120.0,125457.08256880734,4426.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,6.0,5.0,2004.0,2004,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,848.0,848.0,1,1.0,1.0,3,3.0,7,2,5,2010,171367.35477505918,173311.0876460768,143000.0
20.0,186641.26585577757,8120.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,4.0,7.0,1970.0,1970,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,3,149508.12223974764,178375.568627451,4,1,182896.38943028485,864.0,864.0,1,3.0,1.0,2,5.0,7,2,7,2009,171367.35477505918,173311.0876460768,124500.0
50.0,186641.26585577757,8172.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,4.0,6.0,1954.0,1972,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,997.0,1470.0,2,4.0,1.0,2,7.0,7,2,5,2008,171367.35477505918,173311.0876460768,135000.0
20.0,186641.26585577757,13286.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,9.0,5.0,2007.0,2008,206094.0541958042,176563.76987447697,217102.38524590165,217920.75833333333,4,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1698.0,1698.0,2,3.0,1.0,4,8.0,7,2,2,2009,171367.35477505918,173311.0876460768,320000.0
20.0,186641.26585577757,6960.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,4.0,6.0,1970.0,1970,170094.8115687993,176563.76987447697,159924.63513513515,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,864.0,864.0,1,3.0,1.0,3,5.0,7,2,11,2009,171367.35477505918,173311.0876460768,120500.0
20.0,186641.26585577757,17673.5,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,208419.08823529413,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,7.5,1988.0,2007,206094.0541958042,176563.76987447697,147215.9781553398,168112.38732394367,3,3,149508.12223974764,178375.568627451,4,1,182896.38943028485,1680.0,1680.0,2,3.0,1.0,3,5.0,7,2,12,2009,171367.35477505918,173311.0876460768,222000.0
20.0,186641.26585577757,7314.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,2007.0,2007,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1232.0,1232.0,2,2.0,1.0,3,6.0,7,2,2,2009,171367.35477505918,173311.0876460768,194500.0
90.0,186641.26585577757,11475.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,145825.02444444445,180544.67460317462,177573.58892733563,133541.07692307694,173044.18112947658,5.0,5.0,1958.0,1958,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1776.0,1776.0,2,4.0,1.0,2,9.0,7,2,7,2009,143973.2558139535,142517.09405940594,110000.0
30.0,125457.08256880734,6240.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,100123.78378378379,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,4.0,5.0,1925.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,149508.12223974764,178375.568627451,2,1,122196.89361702128,848.0,1208.0,1,2.0,1.0,2,5.0,7,2,1,2009,171367.35477505918,173311.0876460768,103000.0
120.0,186641.26585577757,5389.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,275573.5,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,8.0,5.0,1995.0,1996,170094.8115687993,176563.76987447697,217102.38524590165,217920.75833333333,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1616.0,1616.0,2,2.0,1.0,3,5.0,7,2,3,2010,171367.35477505918,173311.0876460768,236500.0
80.0,186641.26585577757,9590.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,239529.3552631579,180544.67460317462,177573.58892733563,181533.3168032787,166627.03846153847,7.0,5.0,2003.0,2003,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1146.0,1146.0,2,3.0,1.0,3,6.0,7,2,5,2007,171367.35477505918,173311.0876460768,187500.0
